path	doc_id	role_tokens	source	confidence	tradition	rationale
04_persons/aurel-stein.md	aurel-stein		needs-manual-review	low		
04_persons/avars.md	avars		needs-manual-review	low		
04_persons/avenue-of-the-dead.md	avenue-of-the-dead		needs-manual-review	low		
04_persons/averroes.md	averroes		needs-manual-review	low	Islamic Andalusia (Maliki jurist, Aristo	
04_persons/avicenna.md	avicenna		needs-manual-review	low	Islamic (Sunni Hanafi)	
04_persons/baal-shem-tov.md	baal-shem-tov	kabbalist	alias-match:alias-split	high	Jewish Kabbalah → Hasidism	
04_persons/bahaullah.md	bahaullah	founder,manifestation-bahai	contested-ratified (T1)	high	Bahá'í Faith	Per Auditor A + B 2026-05-31 — REPLACES v2's ['founder', 'prophet-abrahamic']. The Bahá'í 'Manifesta
04_persons/bahya-ibn-paquda.md	bahya-ibn-paquda		needs-manual-review	low	Rabbinic Judaism — medieval Jewish pieti	
04_persons/bamiyan-buddhas.md	bamiyan-buddhas		needs-manual-review	low		
04_persons/bamiyan-buddhist-sutra-fragments.md	bamiyan-buddhist-sutra-fragments		needs-manual-review	low		
04_persons/bandarra.md	bandarra		needs-manual-review	low		
04_persons/bantu-expansion.md	bantu-expansion		needs-manual-review	low		
04_persons/barbara-schock-werner.md	barbara-schock-werner		needs-manual-review	low		
04_persons/bardaisan-of-edessa.md	bardaisan-of-edessa	theologian	alias-match:alias-split	high	Syriac Christianity (heterodox Edessan)	
04_persons/barlaam-and-josaphat.md	barlaam-and-josaphat		needs-manual-review	low	Originally Buddhist (jātaka of Siddhārth	
04_persons/barnabas.md	barnabas		needs-manual-review	low	earliest Christianity	
04_persons/bart-ehrman.md	bart-ehrman		needs-manual-review	low	Comparative religion (academic) / New Te	
04_persons/bartholomew-apostle.md	bartholomew-apostle	apostle-christian	alias-match:alias-exact	high	earliest Christianity	
04_persons/baruch-spinoza.md	baruch-spinoza		needs-manual-review	low	Early modern rationalism / Sephardic Jew	
04_persons/basava.md	basava	author-secular	heuristic:author-secular	medium	Hindu — Lingayat / Vīraśaiva tradition	
04_persons/basavanna.md	basavanna	author-secular	heuristic:author-secular	medium	Hindu — Vīraśaiva / Lingāyat (founded by	
04_persons/basil-of-caesarea.md	basil-of-caesarea	bishop-christian	alias-match:alias-split	high	Patristic Christian (Cappadocian)	
04_persons/basilides.md	basilides		needs-manual-review	low	Basilidean Gnostic Christianity	
04_persons/battle-of-talas.md	battle-of-talas		needs-manual-review	low		
04_persons/bear-butte-south-dakota.md	bear-butte-south-dakota		needs-manual-review	low		
04_persons/beatrice-portinari.md	beatrice-portinari		needs-manual-review	low	medieval-christianity	
04_persons/bede-the-venerable.md	bede-the-venerable		needs-manual-review	low		
04_persons/bede.md	bede		needs-manual-review	low	Latin Christian (Anglo-Saxon)	
04_persons/ben-sira.md	ben-sira		needs-manual-review	low	Hellenistic Judaism	
04_persons/benedict-of-nursia.md	benedict-of-nursia		needs-manual-review	low	Latin Christian (monastic)	
04_persons/bernard-of-clairvaux.md	bernard-of-clairvaux	theologian	alias-match:alias-split	high	Latin Christianity (Cistercian)	
04_persons/bernard-raymond-fabre-palaprat.md	bernard-raymond-fabre-palaprat		needs-manual-review	low	Latin Christianity (Catholic background)	
04_persons/bernardino-de-sahagun.md	bernardino-de-sahagun	monastic-christian-western	heuristic:monastic-western	medium	Roman Catholicism / Mexica ethnography	
04_persons/bernini.md	bernini		needs-manual-review	low		
04_persons/berossus.md	berossus		needs-manual-review	low	Babylonian-Hellenistic (priest of Bel-Ma	
04_persons/bharatamuni.md	bharatamuni		needs-manual-review	low	Hindu — classical Sanskrit aesthetics an	
04_persons/birdman-burial-cahokia.md	birdman-burial-cahokia		needs-manual-review	low		
04_persons/birger-pearson.md	birger-pearson		needs-manual-review	low	Comparative religion (academic) / Gnosti	
04_persons/bishop-fulbert-of-chartres.md	bishop-fulbert-of-chartres		needs-manual-review	low		
04_persons/bishop-maurice-de-sully.md	bishop-maurice-de-sully		needs-manual-review	low		
04_persons/bishop-renaud-de-mouçon.md	bishop-renaud-de-mouçon		needs-manual-review	low		
04_persons/bisu-maharana.md	bisu-maharana		needs-manual-review	low		
04_persons/black-elk.md	black-elk	wichasha-wakan,mystic-syncretic,evangelist-revivalist	contested-ratified (T1)	high	Oglala Lakota / Roman Catholicism (later	Lakota holy man AND later Catholic catechist. Powers 1977 *Oglala Religion*. Multi-role respects the
04_persons/blandina.md	blandina		needs-manual-review	low	earliest Christianity	
04_persons/bodhidharma.md	bodhidharma		needs-manual-review	low	Chan / Zen Buddhism	
04_persons/boethius.md	boethius	theologian	alias-match:alias-split	high	Latin Christian / Roman Neoplatonist	
04_persons/bogomil-priest.md	bogomil-priest		needs-manual-review	low	Bogomilism — medieval Christian dualism	
04_persons/bonaventure.md	bonaventure	theologian	alias-match:alias-split	high	Latin Christian — Franciscan scholastic	
04_persons/brahmagupta.md	brahmagupta		needs-manual-review	low	Vedic / Gupta-period Indian mathematics	
04_persons/brian-bauer.md	brian-bauer		needs-manual-review	low		
04_persons/brian-copenhaver.md	brian-copenhaver		needs-manual-review	low	Comparative-religion academic / Renaissa	
04_persons/brigham-young.md	brigham-young	founder,prophet-abrahamic	alias-match:alias-split	high	Mormonism (LDS / Utah branch)	
04_persons/buddha-shakyamuni.md	buddha-shakyamuni		needs-manual-review	low		
04_persons/buddhaghosa.md	buddhaghosa		needs-manual-review	low	Theravāda Buddhism (Mahāvihāra orthodoxy	
04_persons/byzantine-alchemy.md	byzantine-alchemy		needs-manual-review	low		
04_persons/byzantine-purple-silks.md	byzantine-purple-silks		needs-manual-review	low		
04_persons/c-s-lewis.md	c-s-lewis	author-secular	alias-match:alias-split	high	Christian (Anglican)	
04_persons/cachicata-quarry.md	cachicata-quarry		needs-manual-review	low		
04_persons/caesar-augustus.md	caesar-augustus	emperor	alias-match:alias-split	high	Roman (imperial cult; later named in the	
04_persons/cahokia-woodhenge.md	cahokia-woodhenge		needs-manual-review	low		
04_persons/caiaphas.md	caiaphas		needs-manual-review	low	Second-Temple Jewish / Sadducean	
04_persons/cainan-son-of-arpachshad.md	cainan-son-of-arpachshad		needs-manual-review	low	[[tradition-ethiopian-orthodox-tewahedo]	
04_persons/camões.md	camões		needs-manual-review	low		
04_persons/candrakirti.md	candrakirti		needs-manual-review	low	Madhyamaka Buddhism (Prāsaṅgika)	
04_persons/caracol-chichen-itza.md	caracol-chichen-itza		needs-manual-review	low		
04_persons/carl-gustav-jung.md	carl-gustav-jung	psychologist-of-religion	contested-ratified (T1)	high	Jungian depth psychology (his school)	Per Auditor A 2026-05-31 — split scholarship (Shamdasani 2003 + Bishop 2014 academic-only vs Noll 19
04_persons/carlo-maderno.md	carlo-maderno		needs-manual-review	low		
04_persons/carpocrates.md	carpocrates		needs-manual-review	low	Carpocratian Gnostic	
04_persons/casa-rinconada-chaco-canyon.md	casa-rinconada-chaco-canyon		needs-manual-review	low		
04_persons/cassiodorus.md	cassiodorus		needs-manual-review	low	Latin Christian	
04_persons/celsus.md	celsus		needs-manual-review	low	Middle Platonism (pagan)	
04_persons/cenote-sagrado-chichen-itza.md	cenote-sagrado-chichen-itza		needs-manual-review	low		
04_persons/ceque-system-cusco.md	ceque-system-cusco		needs-manual-review	low		
04_persons/cerdo.md	cerdo		needs-manual-review	low	Syrian-Roman proto-Gnostic; reported tea	
04_persons/cerinthus.md	cerinthus		needs-manual-review	low	early Jewish-Christian / proto-Gnostic	
04_persons/chaco-canyon.md	chaco-canyon		needs-manual-review	low		
04_persons/chaim-vital.md	chaim-vital	kabbalist	alias-match:alias-split	high	Jewish Kabbalah (Lurianic)	
04_persons/chaitanya-mahaprabhu.md	chaitanya-mahaprabhu	acharya-hindu,bhakti-saint	contested-ratified (T1)	high	Hindu Bhakti (Gaudiya Vaishnava)	Gaudiya Vaishnavism founder; bhakti-saint capture covers the devotional dimension.
04_persons/chaitanya.md	chaitanya		needs-manual-review	low		
04_persons/chang-shuhong.md	chang-shuhong		needs-manual-review	low		
04_persons/char-dham.md	char-dham		needs-manual-review	low		
04_persons/charlemagne.md	charlemagne	emperor,religious-patron,religious-reformer	contested-ratified (T1)	high	Latin Christian (Carolingian)	Patronized AND restructured liturgy (Carolingian renovatio). Multi-role.
04_persons/charles-hapgood.md	charles-hapgood		needs-manual-review	low	20th-century academic history (Keene Sta	
04_persons/charles-parham.md	charles-parham		needs-manual-review	low		
04_persons/charles-taze-russell.md	charles-taze-russell	founder	alias-match:alias-split	high	Jehovah's Witnesses (via the Bible Stude	
04_persons/charles-the-bald.md	charles-the-bald		needs-manual-review	low		
04_persons/chartres-school-texts.md	chartres-school-texts		needs-manual-review	low		
04_persons/chasuble.md	chasuble		needs-manual-review	low		
04_persons/cheng-hao.md	cheng-hao		needs-manual-review	low	Neo-Confucianism (Song period)	
04_persons/cheng-yi.md	cheng-yi		needs-manual-review	low	Neo-Confucianism (Song period)	
04_persons/chetro-ketl.md	chetro-ketl		needs-manual-review	low		
04_persons/chevalier-ramsay.md	chevalier-ramsay		needs-manual-review	low	Scottish Jacobitism / early French Freem	
04_persons/chichen-itza.md	chichen-itza		needs-manual-review	low		
04_persons/choe-je-u.md	choe-je-u		needs-manual-review	low	[[tradition-donghak]]	
04_persons/chogyam-trungpa.md	chogyam-trungpa	lama	alias-match:alias-split	high	Vajrayana Buddhism / Shambhala Buddhism	
04_persons/christian-rosenkreutz.md	christian-rosenkreutz		needs-manual-review	low	Rosicrucianism (legendary)	
04_persons/chrysippus.md	chrysippus		needs-manual-review	low	Stoicism	
04_persons/cistercian-order.md	cistercian-order		needs-manual-review	low		
04_persons/ciudadela-teotihuacan.md	ciudadela-teotihuacan		needs-manual-review	low		
04_persons/claude-jacques.md	claude-jacques		needs-manual-review	low		
04_persons/clement-of-alexandria.md	clement-of-alexandria	theologian	alias-match:alias-split	high	Patristic Christian (Alexandrian school)	
04_persons/clement-of-rome.md	clement-of-rome	bishop-christian	alias-match:alias-split	high	Patristic Christian (proto-orthodox)	
04_persons/cleopatra-vii.md	cleopatra-vii	queen,pharaoh	alias-match:alias-split	high	Hellenistic Greek (Macedonian) ruling Eg	
04_persons/codex-purpureus-rossanensis.md	codex-purpureus-rossanensis		needs-manual-review	low		
04_persons/colosseum-rome.md	colosseum-rome		needs-manual-review	low		
04_persons/confucius.md	confucius		needs-manual-review	low	Confucianism	
04_persons/constantine-i.md	constantine-i	emperor	alias-match:alias-exact	high	Roman (converted to Christianity)	
04_persons/constantine-the-great.md	constantine-the-great	emperor,religious-patron	contested-ratified (T1)	high		Patron of Christianization; did not internally reform doctrine. Multi-role with religious-reformer o
04_persons/constantine-von-tischendorf.md	constantine-von-tischendorf		needs-manual-review	low		
04_persons/constantine-xi-palaiologos.md	constantine-xi-palaiologos	emperor	alias-match:alias-split	high	Eastern Orthodox Christianity (with cond	
04_persons/cope.md	cope		needs-manual-review	low		
04_persons/copernicus.md	copernicus		needs-manual-review	low	Renaissance Catholic / Platonic-Pythagor	
04_persons/coricancha-cusco.md	coricancha-cusco		needs-manual-review	low		
04_persons/cornelius-agrippa.md	cornelius-agrippa	magus	alias-match:alias-split	high	Renaissance magic / Hermetic-Kabbalist s	
04_persons/cornelius-centurion.md	cornelius-centurion	disciple-christian	alias-match:alias-split	high	earliest Christianity	
04_persons/cosimo-de-medici.md	cosimo-de-medici		needs-manual-review	low	Florentine Renaissance	
04_persons/crispin-branfoot.md	crispin-branfoot		needs-manual-review	low		
04_persons/critias-younger.md	critias-younger		needs-manual-review	low	Greek (Athenian)	
04_persons/crusader-mediterranean.md	crusader-mediterranean		needs-manual-review	low		
04_persons/cyprian-of-carthage.md	cyprian-of-carthage	bishop-christian,theologian	alias-match:alias-split	high	Patristic Christian (proto-orthodox); No	
04_persons/cyril-of-alexandria.md	cyril-of-alexandria	bishop-christian	alias-match:alias-split	high	Patristic Christian (Alexandrian)	
04_persons/cyrus-the-great.md	cyrus-the-great	king,emperor	alias-match:alias-split	high	Achaemenid Persian	
04_persons/d-t-suzuki.md	d-t-suzuki		needs-manual-review	low	Buddhist modernism / Zen	
04_persons/dalai-lama-14.md	dalai-lama-14	lama	alias-match:alias-split	high	Vajrayana Buddhism / Gelug school	
04_persons/dalmatic.md	dalmatic		needs-manual-review	low		
04_persons/daniel-prophet.md	daniel-prophet	prophet-abrahamic	alias-match:alias-exact	high	Second-Temple Jewish (literary frame: 6t	
04_persons/dante-alighieri.md	dante-alighieri		needs-manual-review	low	medieval-christianity	
04_persons/darius-i-the-great.md	darius-i-the-great	king	alias-match:alias-split	high	Zoroastrian (Achaemenid imperial-religio	
04_persons/david-bentley-hart.md	david-bentley-hart	theologian	alias-match:alias-split	high	Eastern Orthodox theology / classical th	
04_persons/david-brakke.md	david-brakke		needs-manual-review	low	Comparative religion (academic) / early 	
04_persons/david-king.md	david-king	king	alias-match:alias-exact	high	Israelite / pre-exilic Judah	
04_persons/dayananda-saraswati.md	dayananda-saraswati	religious-reformer	alias-match:alias-split	high	Hindu modernism — Arya Samaj	
04_persons/debala-mitra.md	debala-mitra		needs-manual-review	low		
04_persons/deborah-klimburg-salter.md	deborah-klimburg-salter		needs-manual-review	low		
04_persons/decius-emperor.md	decius-emperor	emperor	alias-match:alias-split	high	Roman state religion (pagan)	
04_persons/deganawidah-peacemaker.md	deganawidah-peacemaker	prophet-abrahamic	alias-match:alias-split	high	Haudenosaunee (Iroquois Confederacy)	
04_persons/derrida.md	derrida		needs-manual-review	low	Continental Philosophy (Deconstruction)	
04_persons/descartes.md	descartes		needs-manual-review	low	Early modern rationalism / French Cathol	
04_persons/deucalion.md	deucalion		needs-manual-review	low	Greek / Hellenistic	
04_persons/devangana-desai.md	devangana-desai		needs-manual-review	low		
04_persons/dhu-al-qarnayn.md	dhu-al-qarnayn	king	heuristic:king	medium	Islam (Quranic legendary figure)	
04_persons/diego-duran.md	diego-duran		needs-manual-review	low		
04_persons/dietrich-bonhoeffer.md	dietrich-bonhoeffer	theologian,pastor-protestant,martyr-christian,religious-reformer	contested-ratified (T1)	high	Christian (Lutheran) / Confessing Church	Per Auditor A 2026-05-31 — adds pastor + reformer (Confessing Church reform-leader) roles missing in
04_persons/dinis-i-of-portugal.md	dinis-i-of-portugal		needs-manual-review	low		
04_persons/dinis-i-portugal.md	dinis-i-portugal	king,author-secular	heuristic:king+author-secular	medium	[[tradition-order-of-christ]] / [[tradit	
04_persons/diocletian-emperor.md	diocletian-emperor	emperor	alias-match:alias-split	high	Roman state religion (pagan; Jovian self	
04_persons/diodore-of-tarsus.md	diodore-of-tarsus	bishop-christian	alias-match:alias-split	high	Antiochene Christian	
04_persons/diodorus-siculus.md	diodorus-siculus		needs-manual-review	low	Greek (late Hellenistic / early Augustan	
