path	doc_id	corpus_keys	source	confidence	sub_tradition
02_documents/_phase-1-ancient-near-east/phase-1-033-anzu-myth.md	phase-1-033-anzu-myth	mesopotamian-canonical	inferred:Mesopotamian	medium	Sumero-Akkadian mythology — Ninurta and Enlil cults
02_documents/_phase-1-ancient-near-east/phase-1-034-adapa-myth.md	phase-1-034-adapa-myth	mesopotamian-canonical	inferred:Mesopotamian	medium	Babylonian wisdom literature — Ea cult at Eridu
02_documents/_phase-1-ancient-near-east/phase-1-035-wadi-el-jarf-papyri.md	phase-1-035-wadi-el-jarf-papyri	egyptian-scripture	slug-override	high	
02_documents/_phase-1-ancient-near-east/phase-1-036-amduat.md	phase-1-036-amduat	egyptian-scripture	inferred:Egyptian	medium	Royal solar theology / Duat geography
02_documents/_phase-1-ancient-near-east/phase-1-037-ebers-papyrus.md	phase-1-037-ebers-papyrus	egyptian-scripture	inferred:Egyptian	medium	Egyptian
02_documents/_phase-1-ancient-near-east/phase-1-038-edwin-smith-papyrus.md	phase-1-038-edwin-smith-papyrus	egyptian-scripture	inferred:Egyptian	medium	Egyptian
02_documents/_phase-1-ancient-near-east/tummal-chronicle.md	tummal-chronicle	mesopotamian-canonical	inferred:Mesopotamian	medium	Royal chronicle / temple chronicle
02_documents/_phase-1-bronze-iron/phase-1-008-shabaka-stone.md	phase-1-008-shabaka-stone	egyptian-scripture	slug-override	high	
02_documents/_phase-2-axial-age/avesta.md	avesta	avesta	scripture-corpora	high	tradition-zoroastrianism
02_documents/_phase-2-axial-age/phase-2-001-iliad.md	phase-2-001-iliad	greek-scripture	slug-override	high	
02_documents/_phase-2-axial-age/phase-2-001-rig-veda-family-books.md	phase-2-001-rig-veda-family-books	vedas	scripture-corpora	high	Śrauta / early Brahmanical
02_documents/_phase-2-axial-age/phase-2-002-gathas-of-zarathustra.md	phase-2-002-gathas-of-zarathustra	avesta	scripture-corpora	high	Old Avestan / Gathic
02_documents/_phase-2-axial-age/phase-2-003-atharva-veda.md	phase-2-003-atharva-veda	vedas	scripture-corpora	high	Atharvanic (separate priestly lineage)
02_documents/_phase-2-axial-age/phase-2-004-yasna-younger-avesta.md	phase-2-004-yasna-younger-avesta	avesta	scripture-corpora	high	Younger Avestan / pre-Sasanian liturgical
02_documents/_phase-2-axial-age/phase-2-005-davidic-psalms.md	phase-2-005-davidic-psalms	bible	scripture-corpora	high	
02_documents/_phase-2-axial-age/phase-2-005-dhammapada.md	phase-2-005-dhammapada	tipitaka	slug-override	high	
02_documents/_phase-2-axial-age/phase-2-005-hebrew-bible-j-source.md	phase-2-005-hebrew-bible-j-source	bible,tanakh,israelite-religion	scripture-corpora	high	Judahite court / Jerusalem
02_documents/_phase-2-axial-age/phase-2-006-brahmanas-aranyakas.md	phase-2-006-brahmanas-aranyakas	vedas	scripture-corpora	high	ritual-exegetical
02_documents/_phase-2-axial-age/phase-2-007-hebrew-bible-e-source.md	phase-2-007-hebrew-bible-e-source	bible,tanakh,israelite-religion	scripture-corpora	high	Northern Kingdom / Israelite
02_documents/_phase-2-axial-age/phase-2-008-homeric-epics.md	phase-2-008-homeric-epics	greek-scripture	scripture-corpora	high	Archaic Greek epic / oral-formulaic tradition
02_documents/_phase-2-axial-age/phase-2-009-hesiod-theogony-works-and-days.md	phase-2-009-hesiod-theogony-works-and-days	greek-scripture	scripture-corpora	high	Archaic Greek didactic / theogonic epic
02_documents/_phase-2-axial-age/phase-2-010-hebrew-bible-early-prophets.md	phase-2-010-hebrew-bible-early-prophets	bible,tanakh,israelite-religion	scripture-corpora	high	classical Israelite prophecy
02_documents/_phase-2-axial-age/phase-2-011-hebrew-bible-d-source.md	phase-2-011-hebrew-bible-d-source	bible,tanakh,israelite-religion	scripture-corpora	high	Deuteronomic / Deuteronomistic
02_documents/_phase-2-axial-age/phase-2-012-brihadaranyaka-upanishad.md	phase-2-012-brihadaranyaka-upanishad	vedas	scripture-corpora	high	Vedānta — earliest principal Upaniṣad
02_documents/_phase-2-axial-age/phase-2-013-chandogya-upanishad.md	phase-2-013-chandogya-upanishad	vedas	scripture-corpora	high	Sāmavedic Upaniṣad / early Vedānta
02_documents/_phase-2-axial-age/phase-2-014-daodejing.md	phase-2-014-daodejing	tao-corpus	scripture-corpora	high	Classical Daoism
02_documents/_phase-2-axial-age/phase-2-015-analects-of-confucius.md	phase-2-015-analects-of-confucius	confucian-classics	scripture-corpora	high	Classical Confucianism
02_documents/_phase-2-axial-age/phase-2-016-early-buddhist-suttas.md	phase-2-016-early-buddhist-suttas	tipitaka	scripture-corpora	high	Pre-sectarian / earliest Buddhism (proto-Theravāda)
02_documents/_phase-2-axial-age/phase-2-017-mahabharata-ramayana-oral-layers.md	phase-2-017-mahabharata-ramayana-oral-layers	vedas	scripture-corpora	high	smṛti-epic
02_documents/_phase-2-axial-age/phase-2-018-hebrew-bible-p-source.md	phase-2-018-hebrew-bible-p-source	bible,tanakh,israelite-religion	scripture-corpora	high	Second-Temple priestly scribal tradition (Jerusalem priestly establishment, exilic / post-exilic)
02_documents/_phase-2-axial-age/phase-2-019-deuteronomistic-history.md	phase-2-019-deuteronomistic-history	bible,tanakh,israelite-religion	scripture-corpora	high	Deuteronomistic scribal tradition (the historiographic redaction descended from the Josianic Deuteronomic school)
02_documents/_phase-2-axial-age/phase-2-020-lamentations.md	phase-2-020-lamentations	bible,tanakh,israelite-religion	scripture-corpora	high	post-exilic Hebrew lament poetry (the *qinah*-meter lament tradition)
02_documents/_phase-2-axial-age/phase-2-021-shvetashvatara-upanishad.md	phase-2-021-shvetashvatara-upanishad	vedas	scripture-corpora	high	Late Vedic / proto-theistic Upaniṣad
02_documents/_phase-2-axial-age/phase-2-022-zhuangzi.md	phase-2-022-zhuangzi	tao-corpus	scripture-corpora	high	Classical Daoism
02_documents/_phase-2-axial-age/phase-2-023-mengzi.md	phase-2-023-mengzi	confucian-classics	scripture-corpora	high	Classical Confucianism
02_documents/_phase-2-axial-age/phase-2-024-xunzi.md	phase-2-024-xunzi	confucian-classics	scripture-corpora	high	Classical Confucianism (Xunzian branch)
02_documents/_phase-2-axial-age/phase-2-025-mozi.md	phase-2-025-mozi	confucian-classics	scripture-corpora	high	Mohism (classical period)
02_documents/_phase-2-axial-age/phase-2-026-han-feizi.md	phase-2-026-han-feizi	confucian-classics	scripture-corpora	high	Legalism (synthesizing earlier Shang Yang and Shen Buhai traditions)
02_documents/_phase-2-axial-age/phase-2-027-bhagavad-gita.md	phase-2-027-bhagavad-gita	vedas	scripture-corpora	high	Bhakti / smṛti / Vaiṣṇava devotional canon
02_documents/_phase-2-axial-age/phase-2-028-herodotus-histories-book-2.md	phase-2-028-herodotus-histories-book-2	egyptian-scripture,greek-scripture	scripture-corpora	high	Greco-Egyptian ethnography
02_documents/_phase-2-axial-age/phase-2-029-dhammapada.md	phase-2-029-dhammapada	tipitaka	scripture-corpora	high	Pre-sectarian / Theravāda anthology; with parallel Gandhāran, Sanskrit, and Chinese recensions
02_documents/_phase-2-axial-age/phase-2-030-euripides-bacchae.md	phase-2-030-euripides-bacchae	mystery-cults-corpus	scripture-corpora	high	Athenian dramatic-religious ritual (performed at the City Dionysia festival of Athens)
02_documents/_phase-2-axial-age/phase-2-031-aeschylus-oresteia.md	phase-2-031-aeschylus-oresteia	greek-scripture	inferred:Greek tragedy	medium	Athenian dramatic-religious ritual (performed at the City Dionysia of -458)
02_documents/_phase-2-axial-age/phase-2-032-shijing-book-of-songs.md	phase-2-032-shijing	confucian-classics	inferred:Confucian	medium	Confucian canonical corpus
02_documents/_phase-2-axial-age/phase-2-033-shujing-book-of-documents.md	phase-2-033-shujing	confucian-classics	inferred:Confucian	medium	Confucian canonical corpus
02_documents/_phase-2-axial-age/phase-2-034-books-of-kings.md	phase-2-034-books-of-kings	bible,tanakh	scripture-corpora	high	Deuteronomistic History
02_documents/_phase-2-axial-age/phase-2-035-job.md	phase-2-job	bible,tanakh	scripture-corpora	high	Hebrew Bible / Wisdom Literature
02_documents/_phase-2-axial-age/phase-2-036-ecclesiastes.md	phase-2-ecclesiastes	bible,tanakh	scripture-corpora	high	Hebrew Bible / Wisdom Literature
02_documents/_phase-2-axial-age/phase-2-037-song-of-songs.md	phase-2-song-of-songs	bible,tanakh	scripture-corpora	high	Hebrew Bible / Wisdom Literature / Love Poetry
02_documents/_phase-2-axial-age/phase-2-038-acharanga-sutra.md	phase-2-038-acharanga-sutra	jain-agamas	scripture-corpora	high	Śvetāmbara Jainism (the Digambara branch rejects the Āgamic canon as corrupted)
02_documents/_phase-2-axial-age/phase-2-039-sutrakritanga.md	phase-2-039-sutrakritanga	jain-agamas	scripture-corpora	high	Śvetāmbara Jainism
02_documents/_phase-2-axial-age/phase-2-040-orphic-gold-tablets.md	phase-2-040-orphic-gold-tablets	mystery-cults-corpus	scripture-corpora	high	Orphic-Bacchic funerary mystery tradition
02_documents/_phase-2-axial-age/phase-2-041-book-of-proverbs.md	phase-2-041-book-of-proverbs	bible,tanakh	scripture-corpora	high	Hebrew / Israelite
02_documents/_phase-2-axial-age/phase-2-042-yi-jing-i-ching.md	phase-2-042-yi-jing-i-ching	confucian-classics	scripture-corpora	high	Five Classics (Confucian canon); also foundational to Daoist metaphysics and Chinese cosmology
02_documents/_phase-2-axial-age/phase-2-043-great-learning-daxue.md	phase-2-043-great-learning-daxue	confucian-classics	inferred:Confucian	medium	Classical Confucianism → Neo-Confucian Four Books (Zhu Xi's 1190 compilation)
02_documents/_phase-2-axial-age/phase-2-044-doctrine-of-the-mean-zhongyong.md	phase-2-044-doctrine-of-the-mean-zhongyong	confucian-classics	inferred:Confucian	medium	Classical Confucianism → Neo-Confucian Four Books (Zhu Xi's 1190 compilation)
02_documents/_phase-2-axial-age/phase-2-045-hippocratic-corpus.md	phase-2-045-hippocratic-corpus	greek-medical-corpus	slug-override	high	Greek (Koan school)
02_documents/_phase-2-axial-age/phase-2-046-huangdi-neijing.md	phase-2-046-huangdi-neijing	daoist-medical-corpus	slug-override	high	Chinese
02_documents/_phase-2-axial-age/phase-2-067-lotus-sutra-saddharmapundarika.md	phase-2-067-lotus-sutra-saddharmapundarika	mahayana-corpus	slug-override	high	
02_documents/_phase-3-hellenistic-second-temple/divyavadana.md	divyavadana	theravada-jataka-corpus	scripture-corpora	high	
02_documents/_phase-3-hellenistic-second-temple/gandavyuha-sutra.md	gandavyuha-sutra	chinese-mahayana-chan-huayan-tiantai	scripture-corpora	high	
02_documents/_phase-3-hellenistic-second-temple/mahaparinibbana-sutta.md	mahaparinibbana-sutta	tipitaka	scripture-corpora	high	
02_documents/_phase-3-hellenistic-second-temple/phase-3-001-second-third-isaiah.md	phase-3-001-second-third-isaiah	bible,tanakh	scripture-corpora	high	Exilic / Post-exilic Yahwistic prophecy
02_documents/_phase-3-hellenistic-second-temple/phase-3-002-plato-dialogues.md	phase-3-002-plato-dialogues	greek-scripture	scripture-corpora	high	Academic / classical Platonism
02_documents/_phase-3-hellenistic-second-temple/phase-3-003-aristotle-metaphysics.md	phase-3-003-aristotle-metaphysics	greek-scripture	scripture-corpora	high	Peripatetic / Lyceum
02_documents/_phase-3-hellenistic-second-temple/phase-3-004-1-enoch.md	phase-3-004-1-enoch	bible	scripture-corpora	high	Enochic Judaism — Watchers tradition
02_documents/_phase-3-hellenistic-second-temple/phase-3-005-stoic-foundational-texts.md	phase-3-005-stoic-foundational-texts	greek-philosophical-scripture,hellenistic-jewish	inferred:Stoic + Hellenistic-Jewish	medium	Stoicism — Old, Middle, and Roman Stoa
02_documents/_phase-3-hellenistic-second-temple/phase-3-006-septuagint.md	phase-3-006-septuagint	bible	scripture-corpora	high	Alexandrian Judaism
02_documents/_phase-3-hellenistic-second-temple/phase-3-007-samaritan-pentateuch.md	phase-3-007-samaritan-pentateuch	samaritan-corpus	scripture-corpora	high	[[tradition-samaritanism]]
02_documents/_phase-3-hellenistic-second-temple/phase-3-007-sirach.md	phase-3-007-sirach	bible	scripture-corpora	high	Jerusalemite wisdom literature
02_documents/_phase-3-hellenistic-second-temple/phase-3-008-book-of-daniel.md	phase-3-008-book-of-daniel	bible,tanakh	scripture-corpora	high	Maccabean-era apocalyptic
02_documents/_phase-3-hellenistic-second-temple/phase-3-009-jubilees.md	phase-3-009-jubilees	bible,ethiopic-tewahedo-canon	scripture-corpora	high	364-day solar-calendar Judaism
02_documents/_phase-3-hellenistic-second-temple/phase-3-010-sibylline-oracles.md	phase-3-010-sibylline-oracles	bible	scripture-corpora	high	Egyptian / Diaspora Jewish apocalyptic propaganda
02_documents/_phase-3-hellenistic-second-temple/phase-3-011-dead-sea-scrolls.md	phase-3-011-dead-sea-scrolls	bible,tanakh	scripture-corpora	high	Yahad / Essene / Qumran community
02_documents/_phase-3-hellenistic-second-temple/phase-3-012-wisdom-of-solomon.md	phase-3-012-wisdom-of-solomon	bible	scripture-corpora	high	Alexandrian Hellenistic Judaism — Greek wisdom literature
02_documents/_phase-3-hellenistic-second-temple/phase-3-013-philo-of-alexandria.md	phase-3-013-philo-of-alexandria	egyptian-scripture,greek-philosophical-scripture,hellenistic-jewish	inferred:Egyptian + Hellenistic-Jewish	medium	Middle Platonist Hellenistic Judaism — Alexandrian allegorical exegesis
02_documents/_phase-3-hellenistic-second-temple/phase-3-014-enneads-plotinus.md	phase-3-014-enneads-plotinus	greek-philosophical-scripture,neoplatonic	slug-override	high	
02_documents/_phase-3-hellenistic-second-temple/phase-3-014-q-source.md	phase-3-014-q-source	bible	scripture-corpora	high	Pre-Synoptic Jewish-Christian sayings collection
02_documents/_phase-3-hellenistic-second-temple/phase-3-015-pauline-epistles.md	phase-3-015-pauline-epistles	bible	scripture-corpora	high	Pauline Gentile-mission Christianity
02_documents/_phase-3-hellenistic-second-temple/phase-3-016-gospel-of-mark.md	phase-3-016-gospel-of-mark	bible	scripture-corpora	high	Synoptic Gospels — earliest extant Gospel
02_documents/_phase-3-hellenistic-second-temple/phase-3-017-gospel-of-matthew.md	phase-3-017-gospel-of-matthew	bible	scripture-corpora	high	Synoptic Gospels — Jewish-Christian
02_documents/_phase-3-hellenistic-second-temple/phase-3-018-luke-acts.md	phase-3-018-luke-acts	bible	scripture-corpora	high	Synoptic Gospels + earliest church-history
02_documents/_phase-3-hellenistic-second-temple/phase-3-019-4-maccabees.md	phase-3-019-4-maccabees	bible	scripture-corpora	high	Stoic-Platonist Hellenistic Jewish moral philosophy
02_documents/_phase-3-hellenistic-second-temple/phase-3-020-gospel-of-john.md	phase-3-020-gospel-of-john	bible	scripture-corpora	high	Johannine Christianity — high Christology, Logos theology
02_documents/_phase-3-hellenistic-second-temple/phase-3-021-hermetic-corpus-earliest.md	phase-3-021-hermetic-corpus-earliest	hermetica	scripture-corpora	high	Hermeticism — Egyptian-Hellenistic religious philosophy
02_documents/_phase-3-hellenistic-second-temple/phase-3-022-plato-timaeus-critias-atlantis.md	phase-3-022-plato-timaeus-critias-atlantis	greek-scripture	scripture-corpora	high	Academic / classical Platonism
02_documents/_phase-3-hellenistic-second-temple/phase-3-023-yoga-sutras-of-patanjali.md	phase-3-023-yoga-sutras-of-patanjali	vedas	scripture-corpora	high	Sāṃkhya-Yoga
02_documents/_phase-3-hellenistic-second-temple/phase-3-024-natyashastra.md	phase-3-024-natyashastra	vedas	scripture-corpora	high	Sanskrit aesthetic-dramatic śāstra
02_documents/_phase-3-hellenistic-second-temple/phase-3-024-suetonius-twelve-caesars.md	phase-3-024-suetonius-twelve-caesars	roman-scripture	slug-override	high	
02_documents/_phase-3-hellenistic-second-temple/phase-3-025-manetho-aegyptiaca.md	phase-3-025-manetho-aegyptiaca	egyptian-scripture	scripture-corpora	high	Greco-Egyptian priestly historiography
02_documents/_phase-3-hellenistic-second-temple/phase-3-026-diodorus-bibliotheca-book-1.md	phase-3-026-diodorus-bibliotheca-book-1	egyptian-scripture	scripture-corpora	high	Greco-Egyptian ethnography (Augustan-era synthesis)
02_documents/_phase-3-hellenistic-second-temple/phase-3-027-derveni-papyrus.md	phase-3-027-derveni-papyrus	mystery-cults-corpus	scripture-corpora	high	Orphic / pre-Socratic allegorical commentary
02_documents/_phase-3-hellenistic-second-temple/phase-3-028-orphic-hymns.md	phase-3-028-orphic-hymns	mystery-cults-corpus	scripture-corpora	high	Orphic-Bacchic ritual hymnody
02_documents/_phase-3-hellenistic-second-temple/phase-3-029-milindapanha.md	phase-3-029-milindapanha	tipitaka	scripture-corpora	high	Pre-sectarian core (Sarvāstivāda or related northern school) + Theravāda Pali extended recension
02_documents/_phase-3-hellenistic-second-temple/phase-3-030-asokan-edicts.md	phase-3-030-asokan-edicts	tipitaka	scripture-corpora	high	Mauryan state-religion of dhamma
02_documents/_phase-3-hellenistic-second-temple/phase-3-031-asthasahasrika-prajnaparamita.md	phase-3-031-asthasahasrika-prajnaparamita	tipitaka,madhyamaka-prajnaparamita-corpus	scripture-corpora	high	Prajñāpāramitā (foundational sūtra-cluster)
02_documents/_phase-3-hellenistic-second-temple/phase-3-032-4-ezra-ethiopic-recension.md	phase-3-032-4-ezra-ethiopic-recension	hellenistic-jewish,tewahedo	inferred:Jewish apocalyptic	medium	Post-Temple-destruction Jewish apocalyptic
02_documents/_phase-3-hellenistic-second-temple/phase-3-033-book-of-giants-qumran-manichaean.md	phase-3-033-book-of-giants-qumran-manichaean	mandaean-corpus	scripture-corpora	high	Aramaic Watchers / Nephilim-tradition expansion
02_documents/_phase-3-hellenistic-second-temple/phase-3-034-huainanzi.md	phase-3-034-huainanzi	tao-corpus	scripture-corpora	high	Han Daoist synthesis
02_documents/_phase-3-hellenistic-second-temple/phase-3-035-homeric-hymns.md	phase-3-035-homeric-hymns	greek-scripture	slug-override	high	[[tradition-greek-religion]]
02_documents/_phase-3-hellenistic-second-temple/phase-3-036-charaka-samhita.md	phase-3-036-charaka-samhita	ayurveda-corpus	slug-override	high	Vedic/Hindu (Ayurveda)
02_documents/_phase-3-hellenistic-second-temple/phase-3-037-shennong-bencao-jing.md	phase-3-037-shennong-bencao-jing	daoist-medical-corpus	slug-override	high	Chinese
02_documents/_phase-3-hellenistic-second-temple/phase-3-095-mahabharata.md	phase-3-095-mahabharata	vaishnava-canon	scripture-corpora	high	
02_documents/_phase-3-hellenistic-second-temple/phase-3-096-baruch.md	phase-3-096-baruch	bible,tewahedo	slug-override	high	
02_documents/_phase-3-hellenistic-second-temple/phase-3-097-res-gestae-divi-augusti.md	phase-3-097-res-gestae-divi-augusti	roman-scripture	slug-override	high	Roman imperial
02_documents/_phase-3-hellenistic-second-temple/plutarch-life-of-pericles.md	plutarch-life-of-pericles	greek-scripture,roman-scripture	slug-override	high	
02_documents/_phase-4-late-antiquity/cassius-dio-roman-history-69.md	cassius-dio-roman-history-69	roman-scripture	slug-override	high	
02_documents/_phase-4-late-antiquity/corpus-hermeticum.md	corpus-hermeticum	hermetica	scripture-corpora	high	
02_documents/_phase-4-late-antiquity/gospel-of-judas-sethian.md	gospel-of-judas-sethian	nag-hammadi	scripture-corpora	high	
02_documents/_phase-4-late-antiquity/phase-4-001-gospel-of-thomas.md	phase-4-001-gospel-of-thomas	nag-hammadi	scripture-corpora	high	Thomasine / proto-Gnostic sayings tradition
02_documents/_phase-4-late-antiquity/phase-4-002-apocryphon-of-john.md	phase-4-002-apocryphon-of-john	nag-hammadi	scripture-corpora	high	Sethian Gnostic
02_documents/_phase-4-late-antiquity/phase-4-003-gospel-of-truth.md	phase-4-003-gospel-of-truth	nag-hammadi	scripture-corpora	high	Valentinian
02_documents/_phase-4-late-antiquity/phase-4-004-gospel-of-philip.md	phase-4-004-gospel-of-philip	nag-hammadi	scripture-corpora	high	Valentinian
02_documents/_phase-4-late-antiquity/phase-4-005-gospel-of-mary.md	phase-4-005-gospel-of-mary	nag-hammadi	scripture-corpora	high	Gnostic-adjacent / proto-feminist Christian
02_documents/_phase-4-late-antiquity/phase-4-006-hypostasis-of-the-archons.md	phase-4-006-hypostasis-of-the-archons	nag-hammadi	scripture-corpora	high	Sethian Gnostic
02_documents/_phase-4-late-antiquity/phase-4-007-on-the-origin-of-the-world.md	phase-4-007-on-the-origin-of-the-world	nag-hammadi	scripture-corpora	high	Sethian Gnostic (syncretic — also draws Valentinian and Hermetic material)
02_documents/_phase-4-late-antiquity/phase-4-008-trimorphic-protennoia.md	phase-4-008-trimorphic-protennoia	nag-hammadi	scripture-corpora	high	Sethian Gnostic (late, with Christianizing overlay)
02_documents/_phase-4-late-antiquity/phase-4-009-pistis-sophia.md	phase-4-009-pistis-sophia	nag-hammadi	scripture-corpora	high	late Gnostic (post-Sethian/Valentinian synthesis)
02_documents/_phase-4-late-antiquity/phase-4-010-sophia-of-jesus-christ.md	phase-4-010-sophia-of-jesus-christ	nag-hammadi	scripture-corpora	high	Sethian-Christian
02_documents/_phase-4-late-antiquity/phase-4-011-corpus-hermeticum-i.md	phase-4-011-corpus-hermeticum-i	hermetica	scripture-corpora	high	Philosophical Hermetism
02_documents/_phase-4-late-antiquity/phase-4-012-asclepius.md	phase-4-012-asclepius	hermetica	scripture-corpora	high	Philosophical Hermetism
02_documents/_phase-4-late-antiquity/phase-4-013-discourse-on-the-eighth-and-ninth.md	phase-4-013-discourse-on-the-eighth-and-ninth	nag-hammadi,hermetica	scripture-corpora	high	Philosophical Hermetism — initiatory subset
02_documents/_phase-4-late-antiquity/phase-4-014-cologne-mani-codex.md	phase-4-014-cologne-mani-codex	manichaean-corpus	scripture-corpora	high	Manichaean (early autobiographical)
02_documents/_phase-4-late-antiquity/phase-4-015-kephalaia-of-the-teacher.md	phase-4-015-kephalaia-of-the-teacher	manichaean-corpus	scripture-corpora	high	Manichaean catechetical / systematic
